0.3000000000,0.1000000000
0.2848356710,-0.7090505027
0.2491457675,-0.7243761731
0.2151181307,-0.6422882736
0.1855264815,-0.5462119779
0.1603961218,-0.4631078680
0.1389445113,-0.3984610272
0.1202451617,-0.3525678054
0.1038867559,-0.3044408399
0.0893668598,-0.2787270690
0.0767005551,-0.2299943691
0.0662562154,-0.1894854764
0.0572950050,-0.1704269002
0.0494862431,-0.1431992657
0.0426834139,-0.1300252576
0.0368374903,-0.1047667142
0.0317909960,-0.0979174859
0.0271589541,-0.0881209082
0.0236331240,-0.0534883003
0.0205767652,-0.0692653588
0.0173341138,-0.0609704385
0.0147245333,-0.0438390990
0.0126161949,-0.0408388659
0.0107210368,-0.0352770647
0.0091156226,-0.0292017762
0.0077329632,-0.0263304768
0.0065277204,-0.0220761347
0.0056661517,-0.0125273646
0.0048975809,-0.0183410236
0.0043279810,-0.0045360255
0.0039179177,-0.0119334982
