0.3000000000,0.1000000000
0.3003018332,-0.0396234866
0.2995347328,-0.1138216881
0.2981071840,-0.1717347388
0.2962344615,-0.2028709928
0.2941371033,-0.2166692357
0.2919397982,-0.2228636318
0.2897126917,-0.2226304927
0.2874526768,-0.2294463875
0.2851348156,-0.2342016513
0.2827943926,-0.2339594741
0.2804451702,-0.2359618191
0.2780530936,-0.2425317277
0.2756047639,-0.2472142646
0.2731794243,-0.2379329608
0.2708119334,-0.2356426276
0.2684525066,-0.2363198971
0.2661347552,-0.2273061624
0.2639149715,-0.2167231558
0.2617892776,-0.2084851485
0.2597037431,-0.2086899423
0.2575793095,-0.2162662494
0.2554146477,-0.2167368907
0.2532345037,-0.2193631889
0.2510838773,-0.2108324178
0.2489930476,-0.2074018961
0.2468828602,-0.2147045743
0.2447434309,-0.2132512506
0.2426616321,-0.2031765674
0.2406368328,-0.2018495037
0.2385944227,-0.2066993080
0.2365706952,-0.1981123653
0.2345847650,-0.1991386105
0.2326287223,-0.1921338992
0.2307264217,-0.1883884092
0.2288306375,-0.1908304356
0.2269558574,-0.1841868892
0.2250651906,-0.1940082837
0.2231370350,-0.1916858910
0.2212294724,-0.1898889991
0.2193342818,-0.1892110915
0.2174192185,-0.1938641823
0.2155346517,-0.1831108108
0.2136880315,-0.1862736051
0.2118510749,-0.1811777850
0.2100785361,-0.1733879440
0.2083456141,-0.1732531180
0.2066034785,-0.1752309654
0.2048996107,-0.1655983019
0.2032549059,-0.1633964478
0.2016105609,-0.1655263095
0.1999517166,-0.1662968065
0.1982813705,-0.1678270281
0.1966272415,-0.1630528544
0.1949777027,-0.1669088439
0.1933193947,-0.1648069835
0.1916975608,-0.1596128376
0.1900883012,-0.1622916902
0.1884853898,-0.1583430090
0.1869434279,-0.1500997829
0.1854150007,-0.1556356503
0.1838589261,-0.1556301409
0.1823249943,-0.1512063814
0.1808324784,-0.1473455981
0.1793455049,-0.1500977229
0.1778758190,-0.1438875229
0.1764086608,-0.1495920815
0.1749169347,-0.1488019161
0.1734325465,-0.1481242615
0.1719835108,-0.1417302594
0.1705585213,-0.1433142512
0.1691114108,-0.1461551546
0.1676700022,-0.1421737126
0.1662691080,-0.1380509314
0.1649338626,-0.1290418115
0.1636264833,-0.1324767823
0.1623102044,-0.1308220547
0.1609526015,-0.1407429144
0.1595474179,-0.1403397437
0.1581501601,-0.1391575089
0.1567779669,-0.1353260046
0.1554148382,-0.1373442993
0.1540780352,-0.1300600210
0.1527870786,-0.1281735147
0.1514737139,-0.1345423743
0.1501346688,-0.1333104145
0.1488198781,-0.1296907224
0.1475695668,-0.1204124213
0.1463573000,-0.1220805843
0.1451212822,-0.1251633998
0.1438372286,-0.1316892882
0.1425208753,-0.1316244303
0.1412016387,-0.1322660262
0.1398776363,-0.1325777362
0.1386156635,-0.1198580886
0.1374307534,-0.1171626767
0.1362694470,-0.1151365822
0.1350772347,-0.1233448636
0.1338991365,-0.1123132891
0.1327437515,-0.1188015097
0.1315954044,-0.1109054555
0.1305120631,-0.1057982143
0.1294212320,-0.1124036792
0.1283304545,-0.1057874882
0.1272747097,-0.1053960060
0.1261872352,-0.1121344395
0.1250998182,-0.1053845212
0.1240401590,-0.1065819696
0.1229998351,-0.1015168231
0.1220138318,-0.0957160782
0.1210606526,-0.0949509446
0.1200839724,-0.1004170179
0.1191213688,-0.0921351778
0.1181830410,-0.0955610773
0.1172022688,-0.1006254306
0.1161740623,-0.1050494906
0.1151361547,-0.1025659558
0.1141385574,-0.0969861356
0.1131577772,-0.0992019649
0.1121856391,-0.0952574396
0.1112587448,-0.0901517433
0.1103809006,-0.0854457963
0.1095186097,-0.0870405714
0.1086641984,-0.0838696440
0.1078112116,-0.0867556009
0.1069292803,-0.0896595051
0.1060458240,-0.0870606415
0.1051554700,-0.0910392560
0.1042784057,-0.0844022954
0.1034421637,-0.0828734512
0.1025776493,-0.0900576965
0.1016797658,-0.0895483572
0.1007964372,-0.0871462448
0.0999202188,-0.0881260917
0.0990846232,-0.0790203475
0.0982937145,-0.0791872480
0.0975251591,-0.0745489773
0.0967369840,-0.0831118050
0.0959122349,-0.0818649893
0.0951154618,-0.0775156735
0.0943364290,-0.0783163600
0.0935454960,-0.0798961079
0.0927214658,-0.0849368715
0.0918385141,-0.0916823414
0.0909460474,-0.0868401842
0.0900907316,-0.0842509502
0.0892196111,-0.0900016413
0.0883591175,-0.0821252045
0.0875717190,-0.0753802459
0.0868065921,-0.0776701579
0.0860536155,-0.0729497797
0.0853350140,-0.0707940195
0.0845979872,-0.0766354384
0.0838631588,-0.0703542646
0.0831811812,-0.0660635558
0.0824849494,-0.0732055744
0.0817621428,-0.0713793702
0.0810558422,-0.0699038441
0.0804057243,-0.0601410008
0.0797817068,-0.0646829020
0.0791249522,-0.0666894970
0.0784741530,-0.0634916159
0.0778409038,-0.0631789337
0.0772145277,-0.0621167724
0.0765823333,-0.0643427836
0.0759793991,-0.0562637692
0.0753829327,-0.0630490192
0.0747291053,-0.0677378293
0.0740361681,-0.0708722854
0.0733218439,-0.0720159110
0.0726511970,-0.0621353936
0.0720080699,-0.0665110528
0.0713562941,-0.0638654236
0.0707850636,-0.0503993521
0.0702758354,-0.0514629460
0.0697361909,-0.0564835830
0.0691433677,-0.0621004420
0.0685486130,-0.0568699484
0.0679719943,-0.0584726498
0.0673380903,-0.0683288839
0.0666645480,-0.0664016040
0.0660146463,-0.0635999859
0.0653772784,-0.0638944323
0.0647695322,-0.0576746695
0.0642160901,-0.0530318607
0.0636730618,-0.0555915532
0.0631156145,-0.0559161280
0.0625731319,-0.0525981279
0.0620614120,-0.0497625840
0.0615534267,-0.0518510989
0.0610270796,-0.0534355245
0.0605109573,-0.0498058160
0.0600154705,-0.0493077509
0.0595452394,-0.0447538363
0.0590729933,-0.0497108299
0.0585338978,-0.0581258922
0.0579750522,-0.0536615076
0.0574733971,-0.0466859053
0.0570071182,-0.0465851293
0.0565445445,-0.0459447364
0.0561085740,-0.0412636166
0.0556692766,-0.0466102240
0.0552406438,-0.0391303663
0.0548064575,-0.0477210788
0.0543406827,-0.0454491075
