0.3000000000,0.1000000000
0.2847525346,-0.7123895394
0.2492898415,-0.7119116023
0.2157454900,-0.6353424810
0.1862685970,-0.5485487773
0.1607742021,-0.4753919483
0.1387236198,-0.4102336672
0.1197037104,-0.3536699271
0.1034419946,-0.2994553243
0.0894460311,-0.2626696846
0.0773119049,-0.2246776747
0.0668589893,-0.1951466048
0.0577090093,-0.1723473955
0.0496927254,-0.1496135529
0.0427873409,-0.1277299350
0.0367227846,-0.1158430645
0.0315556896,-0.0916848650
0.0271554205,-0.0850447565
0.0232157332,-0.0731863458
0.0197868956,-0.0645273184
0.0169640427,-0.0488479575
0.0145538205,-0.0479546779
0.0124654704,-0.0359204943
0.0107832010,-0.0316451061
0.0092764593,-0.0288707137
0.0079313716,-0.0251525376
0.0068547383,-0.0180886788
0.0060446107,-0.0144487719
0.0052532745,-0.0173339550
0.0044736142,-0.0139798261
0.0037878285,-0.0135636369
